credit_score,annual_income,debt_to_income,employment_years,loan_amount,age
722.5,31465.66,0.091,1.4,29997.28,43.6
654.1,80325.27,0.5945,2.1,55100.98,31.2
674.0,26664.37,0.3034,2.4,42201.26,51.9
719.6,38512.29,0.3141,3.3,15034.84,29.7
714.4,34931.83,0.2088,5.1,90493.69,39.9
703.3,43881.56,0.0209,5.0,21034.21,57.8
705.0,57921.8,0.3574,3.2,100000.0,31.0
755.0,84530.34,0.4974,0.0,12504.14,39.1
741.1,57640.81,0.3214,4.1,39264.98,46.7
583.5,21643.06,0.0838,2.6,82629.45,18.0
618.1,67345.64,0.2912,3.0,49515.68,43.6
795.8,73721.6,0.666,2.9,37368.07,44.1
804.1,75077.19,0.2462,18.1,59493.12,20.5
723.8,35183.78,0.2526,7.2,54500.24,44.9
657.4,45279.24,0.3383,8.4,16549.08,21.2
745.2,39481.8,0.1498,2.2,6581.04,59.7
734.2,76284.42,0.184,0.1,46551.6,43.2
556.0,20000.0,0.1397,8.4,32934.8,27.1
685.3,38861.81,0.3252,3.8,33458.42,18.0
567.9,96801.88,0.1351,1.7,54430.6,64.2
643.2,38798.61,0.3767,9.9,93163.67,42.7
682.5,97131.5,0.0373,1.1,59669.63,62.9
817.6,74085.46,0.1881,6.0,17845.31,22.0
510.7,20000.0,0.0639,3.8,40226.05,45.6
651.5,31746.1,0.3709,8.3,46519.24,48.2
734.6,129113.74,0.2026,0.3,35778.93,38.4
733.4,20776.34,0.0534,14.4,18822.19,26.4
748.1,36140.08,0.1714,3.4,61292.46,43.0
600.5,51661.63,0.3011,12.1,25613.42,38.4
669.7,55902.98,0.3713,2.9,28131.91,57.0
643.0,111780.26,0.1818,7.7,46342.38,37.0
784.8,29957.56,0.404,7.4,60894.33,41.4
669.0,52238.61,0.0631,0.1,27805.9,43.5
681.4,71843.08,0.1503,5.3,44956.23,59.9
695.3,41847.31,0.4842,0.2,39411.16,49.6
575.2,31108.37,0.104,4.1,60087.81,50.4
721.4,38793.5,0.2179,8.7,19634.13,26.7
591.6,26596.62,0.1399,3.3,16551.2,66.7
694.7,48557.9,0.0679,2.0,22842.0,25.7
622.0,84270.84,0.1317,2.6,34480.02,43.5
775.9,37714.81,0.4979,2.6,32929.79,25.9
683.0,68388.95,0.0963,14.2,17227.94,54.5
834.5,20000.0,0.2817,7.2,66532.39,31.9
501.3,20000.0,0.2394,1.1,13579.85,23.6
789.8,91233.74,0.3435,0.7,15500.86,37.5
748.8,44664.51,0.1544,7.2,18980.89,49.7
703.4,60455.78,0.4983,1.5,57500.6,49.2
850.0,23111.49,0.5235,6.7,19203.37,18.0
565.8,30173.18,0.0566,0.1,32580.26,21.7
697.0,87894.13,0.1542,11.5,13341.4,42.5
779.8,47583.53,0.3428,0.2,37405.12,59.1
728.6,67076.74,0.2214,0.0,17316.72,50.2
649.7,49278.89,0.2784,16.1,71639.58,26.2
731.8,87553.89,0.0844,1.8,66885.27,21.2
646.8,36825.07,0.1393,2.3,100000.0,34.2
652.7,20000.0,0.3723,0.7,31780.72,30.6
627.0,30057.4,0.3423,6.3,20167.29,53.8
764.3,64094.43,0.1556,5.0,16181.21,48.8
705.0,55496.88,0.3227,10.4,100000.0,22.6
850.0,42536.83,0.225,4.0,53613.23,38.9
747.8,87923.22,0.4697,0.2,19850.96,36.0
561.3,35882.99,0.1989,3.1,28743.67,34.6
744.2,27070.34,0.3612,2.9,44741.69,55.8
592.9,75365.77,0.2131,3.1,28109.37,45.7
657.9,34305.59,0.2673,0.1,83716.59,54.6
691.3,54708.79,0.2247,10.7,83130.99,38.8
592.8,23435.72,0.2261,3.8,13377.72,59.3
639.6,22982.29,0.0767,11.3,89582.03,18.0
626.1,34915.93,0.1302,2.6,57130.99,26.0
691.3,148067.17,0.3356,10.9,21042.51,32.1
674.1,61721.16,0.2872,1.4,30324.15,33.9
671.7,42332.15,0.379,1.9,15060.59,37.2
816.5,39638.06,0.312,2.3,34919.84,47.7
723.4,54828.28,0.1394,15.3,21200.09,45.6
714.6,52278.73,0.1809,0.1,25474.87,52.6
767.8,69997.62,0.1123,0.7,27748.19,39.2
829.0,135817.65,0.2086,0.3,23323.03,35.1
791.9,41472.52,0.403,1.0,53181.68,30.6
595.6,184863.86,0.2097,4.1,12356.12,50.8
722.3,20000.0,0.1702,3.0,56629.42,52.9
741.9,54739.02,0.2299,7.0,38792.53,51.8
757.1,33950.14,0.2949,5.3,26028.5,23.6
668.7,63702.59,0.6149,3.1,16360.9,45.6
685.8,25001.96,0.0841,5.8,7000.8,47.3
609.1,32306.68,0.0984,1.0,79715.8,49.8
650.5,49762.37,0.0629,7.6,14150.56,38.6
586.7,24593.97,0.324,2.8,50103.31,56.7
781.9,236549.0,0.0504,4.9,19579.67,50.5
638.4,87929.92,0.2776,0.2,41965.62,44.1
605.4,74168.31,0.01,1.1,14629.03,32.2
703.6,59723.38,0.1172,18.0,46960.64,18.0
688.5,63220.7,0.4442,7.2,16808.57,56.6
625.1,45553.53,0.0116,14.2,55961.62,41.3
710.1,55588.51,0.01,6.5,44718.43,47.1
629.9,43517.27,0.0845,9.6,5726.28,47.9
720.8,28876.32,0.2411,6.4,18532.41,42.3
677.8,44601.92,0.4454,15.8,100000.0,45.3
697.4,101742.29,0.1145,0.5,57286.12,34.2
649.5,57819.7,0.1735,8.5,86879.05,58.5
626.4,111518.9,0.0705,0.4,25936.72,64.9
700.4,81705.16,0.66,0.3,16328.95,52.1
554.3,154392.45,0.1452,0.4,15886.28,33.4
790.8,55092.3,0.4768,4.6,28282.18,18.0
643.5,53579.13,0.1956,10.7,23106.58,56.2
846.1,39988.71,0.0173,2.6,39167.15,37.6
733.7,91012.04,0.1804,1.8,16981.08,28.9
672.6,39744.51,0.2364,1.7,46762.79,43.9
631.8,68297.46,0.1885,16.3,14056.9,54.1
721.5,20885.92,0.2003,6.1,19740.1,47.6
717.0,39014.36,0.4681,7.2,45815.04,48.3
714.5,101598.71,0.2895,0.8,76005.21,65.3
747.2,64066.01,0.2656,6.1,75230.77,43.4
689.7,97311.38,0.4406,6.6,40624.37,41.2
771.6,38049.3,0.1094,5.4,50590.28,47.4
618.6,44066.5,0.3065,9.7,14718.01,36.6
663.7,21117.61,0.4083,11.1,59932.46,48.3
729.6,49045.3,0.4025,0.1,49259.84,67.5
617.6,74644.01,0.3313,21.8,29858.01,44.7
683.5,43948.15,0.0312,0.9,62888.38,46.9
802.8,51673.84,0.2582,0.8,42456.38,31.3
688.5,30520.73,0.0516,2.6,36221.43,26.6
642.4,32076.19,0.2187,1.1,31612.51,51.5
770.4,49426.58,0.1895,10.5,33235.88,20.3
589.1,72756.92,0.496,1.0,41434.2,53.0
653.5,40991.63,0.136,6.4,9657.84,45.5
765.3,70152.51,0.6238,1.4,52041.38,55.0
618.4,88066.15,0.6628,2.9,75577.52,18.0
700.6,38694.6,0.2135,5.7,16791.38,52.0
674.4,27525.03,0.2523,4.9,17895.32,58.2
805.4,20000.0,0.0351,2.2,34045.57,38.2
566.2,55587.54,0.4088,0.1,82492.4,37.3
636.7,34029.15,0.1916,1.0,33386.77,34.3
654.0,51305.47,0.141,7.1,25798.61,52.9
709.9,35048.54,0.2176,0.6,20859.05,71.8
724.2,43309.35,0.5012,6.4,100000.0,41.2
713.9,59473.64,0.1058,10.6,80304.96,51.6
793.5,40875.48,0.4429,1.2,27578.83,39.0
733.8,81995.34,0.4644,2.9,100000.0,29.1
577.5,33023.14,0.3292,2.4,42928.77,41.4
564.4,35655.97,0.0892,1.8,14157.1,33.9
637.0,39946.63,0.0978,4.0,19826.68,35.7
638.0,60883.75,0.0831,0.2,35369.64,31.4
645.1,28309.65,0.0581,0.9,12737.69,47.9
763.9,87211.15,0.2194,2.2,15757.78,51.7
629.5,20002.34,0.3056,4.5,31902.62,39.0
768.7,44910.57,0.3729,16.3,44324.9,74.0
771.9,58297.06,0.159,0.2,29504.1,31.6
682.5,23048.59,0.1301,1.9,81275.62,20.3
638.3,58872.95,0.2835,2.1,26352.89,37.8
783.0,74196.46,0.1627,3.3,31033.23,38.3
612.3,55104.16,0.3331,13.6,32525.07,28.0
718.3,47368.25,0.5398,9.7,19156.96,63.2
701.8,46868.38,0.2467,10.0,44743.12,46.8
783.8,48515.58,0.0507,0.3,29740.59,52.9
708.7,78979.0,0.3534,4.6,65694.93,21.7
681.7,42962.93,0.2097,7.2,15229.77,62.2
764.4,38310.37,0.3441,5.2,27159.97,23.3
649.6,75737.56,0.5969,7.9,13197.72,48.6
725.0,65941.8,0.2114,1.6,16157.95,30.8
690.6,83065.62,0.1605,9.7,27660.78,47.7
682.8,27754.66,0.2939,4.2,21090.35,43.8
561.4,85695.22,0.4072,7.1,65223.72,57.6
679.7,44960.29,0.4849,0.4,78668.77,39.7
599.1,30842.8,0.0832,13.2,22959.97,33.6
722.4,71964.85,0.128,2.3,32417.22,39.2
850.0,57904.38,0.1538,2.0,37362.73,29.1
661.9,28512.0,0.4395,12.8,38356.97,53.8
753.3,43578.91,0.221,0.3,29367.42,41.4
760.7,67478.09,0.3822,3.1,93343.66,49.9
587.8,20207.13,0.3304,2.0,27873.66,56.9
736.6,64391.22,0.1275,6.5,51704.9,26.5
654.8,44150.73,0.3172,0.1,24524.4,50.6
644.8,63418.01,0.1447,1.5,43573.34,33.9
745.6,20000.0,0.458,16.2,63512.78,37.4
635.5,109002.32,0.3776,0.3,32088.71,42.7
639.3,36086.73,0.196,12.3,74107.17,29.2
740.6,36595.88,0.438,0.2,30597.98,23.5
783.2,43477.15,0.4331,2.9,40429.59,40.1
685.3,64510.53,0.1964,7.8,38568.92,41.2
733.4,45653.04,0.0782,0.2,68687.94,54.0
566.5,106627.28,0.3271,2.4,19416.62,36.6
671.9,43575.83,0.2898,5.5,22088.82,29.7
715.8,111565.12,0.1412,13.2,21083.5,41.7
612.6,44284.93,0.2938,1.8,23127.64,30.0
731.6,49177.91,0.4444,14.7,22602.04,57.1
702.6,22115.34,0.3265,1.7,17277.58,40.2
702.9,32774.53,0.5138,7.3,28774.42,48.3
774.8,56806.64,0.3592,4.2,58442.77,35.3
781.2,23699.05,0.4233,9.1,42664.69,44.7
582.8,114096.35,0.4026,8.5,100000.0,45.7
627.6,54578.71,0.1874,2.1,22458.9,42.0
723.1,41007.53,0.084,26.6,16032.07,50.5
655.9,46876.17,0.1743,13.4,20761.88,43.4
839.2,113224.11,0.1193,8.8,24495.1,42.5
768.5,72472.34,0.3162,2.9,31836.44,46.6
614.3,20000.0,0.2044,12.8,37198.45,27.9
619.5,39762.77,0.2742,11.0,23341.73,53.9
578.8,77599.05,0.1861,9.8,100000.0,35.4
709.7,32029.67,0.1608,15.5,78410.46,46.0
631.6,58616.96,0.2799,2.2,31437.09,51.3
625.9,20000.0,0.1448,2.4,21095.69,58.6
578.8,36521.66,0.3966,3.7,25662.16,45.5
751.2,51799.6,0.4738,1.4,60407.47,53.3
620.2,70478.44,0.3416,1.7,42891.46,38.3
607.5,38506.21,0.2408,6.0,19028.87,44.9
529.1,77911.74,0.4521,0.4,23777.98,45.6
712.4,23282.44,0.2338,2.5,19167.68,57.8
698.4,44647.13,0.231,13.1,48918.79,54.2
738.5,53753.55,0.3248,15.4,94332.7,59.0
794.8,22333.81,0.3368,0.9,77855.69,44.5
696.6,93556.89,0.1438,2.4,26700.27,18.0
652.5,56719.67,0.5697,21.5,43285.95,18.0
551.7,28176.82,0.4704,1.2,20333.66,29.5
688.6,64644.15,0.2311,8.9,45809.66,43.7
708.2,32252.73,0.1753,2.1,51562.18,20.2
700.6,35383.24,0.3009,12.5,9806.22,46.4
524.2,24692.2,0.6115,4.0,28709.49,60.0
778.8,40910.1,0.1337,1.5,25081.15,31.2
729.7,20000.0,0.5537,7.5,21914.6,33.0
648.8,54601.75,0.3581,4.6,21437.6,42.1
657.3,123757.48,0.3871,8.6,100000.0,37.8
526.4,39216.08,0.0795,11.6,39400.39,45.3
705.8,20000.0,0.1494,7.3,26553.41,57.1
652.5,38556.7,0.2271,3.5,22700.37,30.2
589.6,47338.88,0.3768,0.3,27268.34,56.8
837.9,52886.98,0.4498,1.4,21371.12,57.9
803.6,47423.29,0.4973,2.3,36469.11,41.6
737.9,104929.53,0.0187,0.8,16707.82,58.9
678.3,44605.55,0.2058,14.1,26680.51,24.2
580.7,40196.23,0.2753,1.3,53568.21,46.4
678.5,58361.24,0.1879,0.8,58435.19,25.6
717.6,61222.24,0.1333,25.0,10443.78,39.4
671.3,44048.33,0.2379,1.0,52757.13,39.4
677.2,43386.07,0.1101,1.3,23427.75,47.6
694.9,35389.06,0.0585,0.9,70289.22,52.8
588.5,70582.9,0.1933,9.7,18668.25,38.1
745.7,22524.62,0.6061,1.8,29297.81,47.1
760.6,51965.98,0.1289,1.0,38053.28,41.7
645.6,76403.15,0.0429,1.7,59043.15,48.8
624.5,47649.65,0.2993,0.0,59850.07,43.2
849.7,20510.47,0.2141,13.8,22279.71,42.2
771.3,45141.97,0.4939,2.3,22369.74,70.7
494.4,70505.57,0.1761,0.2,68948.34,35.8
671.8,54919.28,0.259,0.0,24772.35,43.7
598.4,28504.48,0.1049,1.8,100000.0,25.2
607.1,153695.51,0.2806,7.1,52700.76,40.1
624.8,78067.34,0.0727,9.7,18481.42,20.1
683.4,52904.3,0.3697,0.2,61511.68,70.2
669.4,196110.88,0.2834,6.7,43143.75,56.6
576.4,42347.88,0.5203,7.2,33068.33,21.2
593.1,23014.5,0.1286,2.7,28548.23,51.4
515.2,45089.94,0.3605,0.0,57314.66,52.7
672.8,50703.16,0.2694,4.3,21918.62,31.4
701.5,22321.23,0.4714,12.6,22819.84,52.0
748.9,69267.42,0.2061,12.5,24788.75,35.6
758.5,80229.5,0.1657,2.4,26583.85,31.7
687.9,24060.21,0.1313,0.1,40520.48,34.4
647.7,35392.02,0.5215,1.1,43042.75,63.5
850.0,26557.3,0.4948,10.7,56629.5,46.6
605.9,25519.05,0.3198,3.7,100000.0,57.7
571.5,61091.47,0.2093,9.1,54945.47,51.6
643.1,51282.18,0.364,0.1,27656.49,37.2
695.6,43883.61,0.0533,5.8,40712.31,24.9
788.0,57184.74,0.2734,3.7,35858.45,34.5
642.2,40361.26,0.4562,7.1,16876.41,39.9
550.4,35369.46,0.4255,1.8,44026.19,36.7
738.7,40137.06,0.6284,2.3,17922.25,31.6
643.9,43266.99,0.4427,22.6,40934.73,32.9
594.5,49461.19,0.115,6.7,30360.47,32.1
607.0,63292.7,0.1317,2.4,14394.1,41.1
690.5,33965.14,0.3028,3.0,56941.06,57.4
538.6,42324.76,0.3478,3.8,49625.31,43.7
798.0,36736.18,0.1412,4.3,68978.55,43.1
666.4,35832.59,0.1607,6.2,22410.5,37.6
683.5,72762.12,0.2007,16.5,33475.69,47.6
763.7,34377.78,0.2288,2.7,49266.32,49.6
619.9,45348.77,0.3337,9.3,100000.0,39.2
684.7,29398.55,0.1613,3.5,36873.28,42.8
672.9,69674.44,0.3442,0.3,27667.6,55.7
718.2,85010.98,0.142,3.5,22540.65,45.3
850.0,53360.07,0.112,19.7,82734.65,42.5
591.9,129094.79,0.2508,0.0,73199.81,46.9
674.2,20000.0,0.1151,2.4,31133.84,50.0
849.0,34644.15,0.3251,1.1,44581.06,42.2
607.7,68026.0,0.2324,1.2,94155.64,35.5
809.0,22482.75,0.3715,0.4,51387.46,40.6
686.2,45056.39,0.2438,5.5,23811.4,54.8
762.3,50800.58,0.3067,0.2,30882.48,45.3
724.8,43278.37,0.1882,0.4,42545.84,20.4
705.4,47917.32,0.0714,1.4,100000.0,52.1
608.6,74959.81,0.3928,1.9,13830.07,38.6
668.1,84252.71,0.2038,5.9,49019.74,35.1
734.7,24203.17,0.4338,25.8,37735.37,54.2
649.1,25303.53,0.1507,8.1,100000.0,52.8
593.1,61205.02,0.3287,0.1,57248.21,38.1
601.4,27214.8,0.2015,0.8,34573.28,24.8
793.1,127428.85,0.1842,7.5,35298.71,19.9
807.6,46555.15,0.2576,1.7,34115.73,35.5
622.4,55008.82,0.1922,3.0,47210.11,34.9
678.2,44878.94,0.1408,0.6,53752.82,23.7
779.3,40785.99,0.1768,8.8,20518.12,58.4
703.4,33988.31,0.2514,7.8,26064.82,34.9
685.3,114006.64,0.2652,8.3,44717.37,53.2
729.4,58825.26,0.3053,2.0,40661.51,21.3
591.3,20000.0,0.0834,3.5,28324.85,38.0
625.2,35656.16,0.1735,2.4,11242.86,44.9
741.2,63913.01,0.1996,25.6,21595.82,38.7
696.1,60466.68,0.044,15.7,29001.94,37.3
717.0,90592.84,0.2624,1.7,27787.31,75.0
687.3,56071.24,0.0828,4.1,70251.05,59.4
576.7,43163.99,0.5773,5.1,27702.76,65.4
713.9,44916.67,0.0606,0.2,26276.58,34.1
783.9,56712.42,0.4931,2.0,58795.94,52.4
721.3,64344.14,0.1473,5.6,57256.54,35.3
738.7,35596.15,0.0224,12.8,16859.7,53.2
605.0,41649.76,0.1557,5.0,67936.89,18.0
660.1,65173.36,0.6693,0.7,60787.23,36.6
643.7,52676.35,0.1545,3.8,24808.71,33.8
639.6,46514.78,0.0772,1.7,17287.45,21.0
630.5,74582.04,0.407,3.5,56215.44,31.4
727.5,33840.14,0.3088,1.5,31746.95,50.2
