credit_score,annual_income,debt_to_income,employment_years,loan_amount,age
722.4,250000.0,0.5235,4.4,25141.89,54.9
779.2,40327.46,0.3129,0.4,68089.26,37.3
824.3,163227.0,0.5204,4.4,63465.42,50.1
640.4,116576.83,0.4199,11.0,33134.81,68.2
843.4,89899.11,0.3831,3.9,100000.0,42.6
686.8,145865.65,0.2236,7.0,20967.58,25.8
679.1,55873.74,0.5074,13.9,58699.13,23.1
850.0,95176.4,0.2864,2.0,55634.58,60.0
727.4,64112.49,0.3127,8.7,39837.18,70.2
802.5,79289.26,0.428,10.3,62010.84,56.5
850.0,205132.15,0.4725,6.5,36004.89,52.3
823.2,114849.4,0.2689,12.5,20664.67,57.9
686.8,72992.02,0.2534,0.6,16522.72,22.6
726.7,53185.55,0.2795,9.4,19021.86,51.8
724.4,135144.99,0.4128,3.9,32998.03,69.1
804.1,83274.07,0.2524,2.0,56754.14,43.2
799.7,47584.86,0.3582,9.6,41627.23,75.0
850.0,134522.26,0.422,1.6,18797.46,57.2
814.1,49260.61,0.5036,3.6,30020.09,48.7
850.0,108035.27,0.4077,0.9,41214.38,38.0
758.1,114344.15,0.2525,9.1,73805.65,41.2
748.1,92115.75,0.3415,4.2,48829.54,35.5
650.5,166583.6,0.3312,1.3,43683.57,61.1
721.1,66456.04,0.4299,6.2,57771.47,56.0
638.6,65080.8,0.4051,7.6,48915.94,63.1
707.8,115582.74,0.4924,0.2,69359.1,44.3
850.0,112968.09,0.3202,8.5,23011.91,60.9
794.3,152135.3,0.3244,0.1,24255.78,36.2
780.1,91273.56,0.2931,8.0,11186.09,48.1
767.0,110608.06,0.2289,2.3,21334.19,54.2
735.7,192533.82,0.2638,1.1,52350.81,48.5
769.4,56056.95,0.446,4.3,53833.02,42.8
850.0,69989.77,0.5052,1.5,57575.97,72.6
691.8,138154.7,0.438,4.5,28304.07,65.1
724.3,65690.49,0.3996,0.9,31715.82,60.0
702.3,51213.42,0.1936,13.4,40643.89,38.9
748.7,60127.2,0.3714,7.8,100000.0,63.9
850.0,92332.57,0.4599,4.4,58059.21,46.1
850.0,150220.65,0.1845,6.6,13288.65,52.8
850.0,110824.61,0.4209,18.5,45049.76,55.4
672.2,140437.96,0.1992,5.5,44796.31,55.0
664.6,157773.74,0.5175,0.7,60640.87,48.2
850.0,128551.39,0.2993,5.3,50674.36,35.6
703.7,109456.38,0.5121,4.1,44272.94,68.6
803.2,73556.22,0.4262,4.9,45853.92,37.9
667.3,102997.69,0.4371,2.6,28726.71,46.3
850.0,184013.73,0.2911,4.7,22924.99,37.4
768.8,190599.71,0.399,13.1,34583.26,61.9
747.1,126460.57,0.1512,2.9,91313.53,73.1
850.0,73732.67,0.2851,0.1,37001.22,75.0
793.7,80742.0,0.4422,5.4,28384.93,56.9
692.9,89383.49,0.3576,1.8,19584.02,75.0
704.4,172770.27,0.1958,6.4,66084.41,56.9
850.0,250000.0,0.284,14.6,29371.38,18.0
700.9,175576.85,0.4976,15.1,36338.34,53.2
850.0,32514.72,0.6303,6.0,21789.06,57.7
678.6,105213.14,0.4524,0.4,13279.37,49.3
789.9,95251.04,0.4698,9.4,24117.95,37.9
677.3,76495.02,0.4256,1.4,100000.0,27.9
850.0,179470.95,0.4568,10.5,19399.27,51.7
850.0,71379.8,0.7869,5.5,42998.22,37.8
808.0,55771.57,0.2838,15.0,44133.63,40.3
747.3,70539.0,0.1227,12.8,17998.8,56.9
716.6,227881.39,0.2984,9.9,30581.42,63.3
751.3,175740.33,0.5066,1.8,12189.14,37.8
663.1,125724.63,0.4833,12.1,75133.7,57.0
702.6,121715.2,0.2865,12.1,62911.5,56.3
850.0,79743.84,0.3721,6.6,50787.43,46.5
726.4,45614.32,0.2837,4.4,41403.32,46.5
767.1,92914.46,0.501,1.1,45480.71,41.0
850.0,106396.87,0.4205,4.6,47381.95,69.0
797.5,46847.14,0.2657,2.1,22116.59,67.1
773.3,63959.74,0.5085,5.7,24337.88,56.2
850.0,184025.23,0.4957,1.8,17619.59,74.2
810.3,130789.52,0.2584,3.0,100000.0,59.1
804.0,59355.58,0.5955,7.7,51565.54,71.1
789.0,94771.58,0.6964,5.3,33863.33,65.0
850.0,59101.25,0.5048,5.6,84374.95,44.4
850.0,107293.6,0.3033,0.6,41288.02,75.0
582.7,41673.96,0.3929,3.1,44712.91,59.3
850.0,67820.75,0.4896,0.4,20124.77,54.6
838.4,54827.75,0.5357,10.5,43901.9,42.2
748.8,100050.22,0.6638,0.5,22162.97,48.3
846.3,162270.07,0.1477,16.2,23603.19,60.3
657.5,250000.0,0.6392,20.6,100000.0,54.8
800.1,71548.53,0.2179,9.2,72893.69,48.5
850.0,42838.21,0.2404,3.6,57826.78,49.2
751.5,76598.15,0.5683,0.3,31376.34,40.4
586.9,192187.84,0.1971,1.4,59926.66,52.9
786.4,60660.81,0.2333,5.4,13868.5,60.2
758.7,152426.6,0.4572,0.4,51863.52,56.6
850.0,62439.94,0.287,0.9,30564.14,75.0
850.0,53517.68,0.2521,12.6,28184.32,55.5
850.0,61018.8,0.3752,5.2,16197.14,51.6
788.0,96072.91,0.802,6.3,61999.56,32.3
839.6,98609.93,0.5182,18.3,58186.64,33.4
833.3,105532.9,0.6757,3.2,82246.33,57.5
731.5,89597.79,0.4101,1.4,34873.07,66.4
806.9,119663.5,0.3478,10.5,25972.47,61.3
850.0,76766.23,0.239,9.6,24391.1,47.0
737.5,133657.88,0.6445,19.3,18702.75,69.7
829.1,142542.57,0.4699,3.1,35472.82,50.1
775.0,100106.61,0.1567,1.0,91752.16,50.1
848.6,65507.28,0.3175,8.3,44339.99,72.9
716.0,58281.93,0.3797,20.2,26735.28,42.8
850.0,111734.84,0.2065,8.5,100000.0,48.8
774.4,94483.82,0.2321,1.8,49572.92,36.2
762.8,25356.09,0.1449,6.1,60810.86,44.7
740.7,49297.53,0.3157,8.7,36881.25,55.0
816.1,71630.75,0.5479,2.5,30345.14,75.0
708.4,57667.98,0.3297,3.2,91989.72,51.3
850.0,116324.58,0.3269,2.2,20650.32,49.2
729.3,66172.14,0.4646,11.8,18724.56,30.0
768.8,60137.28,0.6891,11.3,22237.53,55.9
850.0,250000.0,0.5562,5.3,26417.31,59.1
850.0,58548.3,0.3092,4.2,24101.1,65.4
798.2,91804.25,0.5952,1.4,13471.84,56.0
737.2,64749.74,0.6029,10.3,18880.37,50.8
783.3,77849.71,0.1334,0.1,81759.52,37.9
846.2,66941.9,0.4052,17.1,19666.29,50.7
792.6,95708.42,0.3625,1.1,23499.78,18.0
824.7,101945.55,0.6019,9.1,25831.84,75.0
850.0,159248.98,0.4897,5.4,100000.0,60.9
634.8,66551.65,0.3707,7.1,63913.3,43.1
786.6,164969.48,0.3828,4.1,100000.0,30.1
790.4,29056.38,0.3512,8.9,27370.75,51.0
737.7,161601.38,0.6257,4.9,20515.47,42.7
822.2,48486.97,0.4315,9.9,18296.0,62.1
714.8,72055.73,0.3319,24.3,11489.51,52.6
748.9,173484.63,0.4762,10.6,26202.5,54.4
752.2,225356.15,0.3659,0.2,41791.76,63.6
850.0,123763.31,0.525,1.2,19196.34,48.2
689.6,152603.32,0.4793,10.8,47986.91,28.6
769.3,80173.21,0.2824,3.8,76697.29,44.1
850.0,250000.0,0.4737,3.3,43563.19,66.4
829.3,35638.17,0.4327,1.3,18347.68,41.6
678.4,180995.9,0.2597,8.0,18972.39,45.3
786.5,57713.82,0.4029,10.0,75680.01,39.7
631.7,112325.29,0.0955,4.0,19681.71,54.1
843.2,166562.63,0.6011,0.9,34980.32,60.8
829.3,66196.52,0.249,2.7,28736.48,47.3
733.5,178225.18,0.1877,2.8,74440.92,46.7
692.8,133879.56,0.414,4.0,76323.95,46.7
785.1,105118.97,0.3447,0.8,29435.1,50.8
719.3,160829.19,0.2578,7.3,43821.31,54.4
697.2,203631.08,0.5675,12.7,19603.66,72.5
787.2,137726.65,0.3126,4.2,32891.82,37.2
850.0,67173.46,0.4051,3.2,24502.47,33.6
740.0,132473.33,0.2377,9.5,61137.37,42.4
704.4,97352.19,0.2762,2.9,28921.35,42.4
708.6,44102.4,0.3396,9.7,20301.72,51.0
850.0,98393.18,0.2093,5.4,64351.58,37.6
697.6,102357.35,0.3112,3.7,43072.33,51.7
693.3,54210.15,0.4741,10.7,16415.27,63.4
829.4,78287.4,0.5598,3.8,66679.35,46.1
792.2,38128.07,0.55,21.3,32272.69,63.3
850.0,86230.24,0.3654,1.5,63959.41,63.2
802.7,60644.95,0.3969,1.4,100000.0,56.9
718.4,43071.26,0.305,12.1,38428.82,74.1
850.0,134066.84,0.5564,8.0,42121.4,42.8
671.5,70373.39,0.1123,5.6,77522.33,45.4
826.1,32958.5,0.4452,1.7,50794.29,54.7
751.7,104836.23,0.3268,4.5,18303.96,65.6
850.0,29589.91,0.5225,1.5,15375.94,66.2
760.8,40160.2,0.5592,1.3,30489.16,43.8
811.3,88499.54,0.3194,2.5,37743.03,54.3
758.4,68871.58,0.4813,4.5,29295.72,59.5
795.2,100458.91,0.2047,0.5,34582.44,40.0
817.3,80389.79,0.3156,2.1,46600.72,73.7
744.1,72261.84,0.8046,5.2,19035.65,46.4
760.5,113813.79,0.1609,8.1,74064.55,58.4
850.0,65432.06,0.1318,20.9,56884.74,62.3
775.1,51891.96,0.5896,6.1,40259.51,43.5
850.0,69598.06,0.2575,1.6,100000.0,43.2
778.6,116043.03,0.2119,25.4,72850.0,27.1
658.2,157183.61,0.5019,5.0,27624.45,46.9
630.3,63737.3,0.3094,3.1,21743.24,57.2
850.0,44681.62,0.4717,1.7,56523.44,47.8
743.7,93467.43,0.3463,3.7,69593.27,43.0
692.3,202505.28,0.1605,8.5,19636.12,62.4
850.0,129160.94,0.6021,3.1,28698.7,61.4
759.3,177897.77,0.3689,0.3,22282.89,55.5
739.5,97592.86,0.4315,26.7,6837.38,48.7
838.1,158687.56,0.5984,0.7,50595.07,55.0
776.3,145060.43,0.3746,8.4,64249.94,52.7
805.8,123219.48,0.4024,1.5,31424.45,41.0
787.5,146235.14,0.2978,10.9,56359.25,75.0
715.5,68709.35,0.2795,1.3,53429.4,40.3
694.1,148486.68,0.3677,8.8,36706.19,50.2
843.1,42045.14,0.3934,1.3,72401.85,51.7
807.7,54707.81,0.4556,15.0,38650.67,43.8
761.0,69291.59,0.5093,0.7,49066.2,58.1
553.6,101655.29,0.4033,10.5,32661.64,45.5
719.9,111769.4,0.3013,30.0,23262.22,67.3
765.7,116730.99,0.2429,6.7,18757.6,26.3
850.0,59981.38,0.3771,1.5,50259.89,52.3
814.9,84483.8,0.3375,1.7,71065.46,52.6
850.0,93969.84,0.2224,30.0,60825.91,31.5
608.3,46840.63,0.4738,2.6,70240.57,67.5
716.6,214398.58,0.2659,3.9,26887.53,42.5
792.6,81425.31,0.2125,30.0,45840.39,48.3
666.8,103511.69,0.1884,9.1,92545.51,53.6
777.8,55077.3,0.5332,2.4,27344.96,34.2
809.1,97078.9,0.6907,3.3,25408.47,49.9
816.1,51794.42,0.4213,3.9,25685.82,63.6
850.0,144168.71,0.2583,10.2,53232.1,51.9
639.3,74708.68,0.526,8.2,14736.41,43.2
677.9,28887.0,0.3479,3.2,38999.61,57.1
759.5,53301.04,0.2393,4.2,71565.22,45.5
790.3,110068.62,0.4982,7.2,41076.95,36.0
694.0,138883.0,0.6021,12.4,33319.69,57.4
721.3,75488.13,0.4063,11.8,32748.46,75.0
741.5,61322.42,0.3847,10.0,71166.46,48.7
835.0,99012.55,0.4325,1.5,33304.45,75.0
806.5,80676.41,0.1549,1.2,44844.56,31.3
850.0,42196.39,0.5345,4.1,71519.04,54.4
805.2,87303.07,0.3971,2.5,25417.29,41.6
850.0,30435.26,0.4989,0.6,38029.67,60.5
753.4,63694.59,0.3788,6.7,18290.64,44.7
780.8,33038.76,0.6417,0.9,24268.46,51.2
787.6,80849.81,0.3817,0.2,30743.39,52.0
850.0,49179.78,0.3005,23.0,77544.13,46.2
850.0,78734.02,0.3564,11.3,24622.53,52.2
801.6,117361.19,0.312,11.0,25621.28,64.4
802.4,39280.76,0.2396,1.0,72624.2,45.0
850.0,70618.7,0.3822,3.9,35337.98,42.6
739.1,32479.68,0.4379,9.1,71725.95,35.1
752.2,112413.68,0.1987,2.5,100000.0,67.8
549.8,72266.0,0.3651,4.0,33884.6,50.9
806.1,47686.78,0.3604,0.4,22511.28,59.0
725.2,143737.56,0.4474,4.8,87471.9,47.6
848.2,84608.25,0.2169,1.3,53457.09,73.1
778.2,98875.23,0.3025,3.7,35457.76,62.8
683.4,90357.41,0.2305,0.1,100000.0,56.1
769.0,76878.54,0.2563,4.3,37340.67,45.0
765.3,146471.19,0.3616,4.1,30995.9,54.1
759.2,87024.63,0.6304,2.8,30772.7,49.5
767.1,59619.78,0.5828,3.6,32782.47,57.6
793.9,116334.23,0.5177,0.8,25716.53,63.4
788.3,107736.31,0.6114,3.5,23552.27,35.5
769.1,83075.58,0.2409,10.0,100000.0,42.0
811.3,99167.03,0.1338,3.4,49643.81,39.6
777.8,47705.87,0.5403,9.0,22373.07,64.0
789.7,159065.23,0.3579,5.5,36216.65,43.0
780.9,144562.27,0.5577,3.0,16620.05,42.8
734.8,98118.16,0.5891,11.5,34865.0,50.9
714.9,127773.34,0.1851,5.9,55201.62,65.3
771.3,250000.0,0.3996,0.5,25106.94,39.8
735.5,45825.21,0.7168,1.2,32437.46,48.6
850.0,86629.0,0.591,1.9,44103.77,41.4
809.9,91815.9,0.3984,16.9,29433.42,68.6
666.5,70837.97,0.3445,11.7,21895.35,48.5
826.8,31344.25,0.3474,4.3,54689.5,54.2
761.0,135483.56,0.2195,12.5,30707.99,60.3
815.3,47775.07,0.3525,0.1,49933.56,49.0
734.4,60804.52,0.1917,2.6,60333.8,54.7
790.1,61287.1,0.3421,4.0,68417.88,73.9
800.9,181033.48,0.648,5.4,10446.31,73.0
679.7,61553.95,0.3177,11.4,20387.8,49.1
833.8,114118.14,0.1665,16.1,35643.04,29.7
729.2,44963.04,0.4426,5.0,29639.1,47.4
699.5,89071.19,0.5439,0.8,18888.23,75.0
757.0,51958.17,0.4791,1.6,38422.08,63.8
798.5,41356.72,0.4154,6.3,15744.44,53.1
652.9,88541.42,0.5196,0.8,85196.79,56.0
850.0,94086.41,0.5148,2.4,16202.19,68.5
845.2,201211.5,0.7126,0.4,86109.41,40.4
725.0,90478.71,0.3284,2.1,17166.86,61.4
782.3,57551.53,0.421,0.6,13253.76,40.6
850.0,50740.45,0.2239,13.5,21292.28,30.2
741.3,239578.88,0.3258,8.1,50454.85,67.4
761.6,61995.22,0.5872,5.6,29389.45,71.3
850.0,99261.54,0.4675,16.8,24348.7,63.4
850.0,127568.27,0.48,2.1,44045.01,45.9
690.0,72326.53,0.5558,6.5,71338.66,59.1
826.9,60447.18,0.6033,3.2,46385.2,34.9
850.0,36621.42,0.4158,2.2,57257.55,46.8
793.6,89224.66,0.4023,10.7,80811.18,62.6
844.4,250000.0,0.2277,12.6,19367.58,56.3
713.1,66563.67,0.2898,14.2,41412.06,19.0
850.0,146781.45,0.5533,0.7,25152.44,30.1
744.5,59992.7,0.3173,0.8,100000.0,48.6
699.3,134609.96,0.4257,9.8,44064.28,47.4
782.4,79117.19,0.6628,6.0,100000.0,47.0
639.3,204556.6,0.4542,14.1,35207.01,47.4
705.2,144981.09,0.5294,3.6,63064.59,57.5
677.6,76547.99,0.1805,3.1,14287.79,56.4
837.6,250000.0,0.1732,1.5,30442.96,54.9
850.0,63813.91,0.3117,0.3,15401.17,35.7
816.6,33093.95,0.43,20.1,31445.7,37.2
850.0,85974.4,0.1119,7.1,12692.61,48.4
716.4,52990.56,0.3208,2.4,67373.12,65.4
827.6,99727.72,0.3397,18.4,91636.25,44.0
768.5,65042.57,0.3194,0.3,95214.91,49.1
850.0,79816.1,0.3832,2.1,85437.78,53.8
850.0,85674.11,0.1374,5.0,27529.99,45.7
736.3,80567.46,0.5906,13.8,19610.51,35.6
774.8,58027.22,0.3064,1.9,75948.12,50.3
621.3,90101.63,0.4477,6.8,31552.75,44.9
850.0,113935.12,0.4208,3.3,22266.22,56.7
850.0,71419.18,0.2895,6.4,79934.08,53.5
802.9,69910.08,0.4129,1.3,35349.26,59.2
845.5,103800.09,0.431,2.5,100000.0,40.4
731.1,44558.46,0.3197,2.8,13432.35,65.1
827.6,63896.37,0.345,11.7,54405.89,54.0
750.6,126177.03,0.4089,6.1,32420.86,54.5
850.0,80144.75,0.3384,10.6,56827.12,34.4
697.5,79673.66,0.3873,2.1,68256.46,51.8
751.2,250000.0,0.3276,4.5,10611.11,52.2
722.4,92585.42,0.5559,4.1,36812.05,71.3
837.0,78452.71,0.3993,3.9,22137.82,51.3
583.9,60333.1,0.2943,13.8,24608.44,46.1
850.0,91585.72,0.3578,7.6,23582.82,52.0
850.0,20000.0,0.4152,18.1,38118.28,65.0
750.5,32887.81,0.5682,2.0,5516.9,47.8
642.8,131479.5,0.4439,4.7,100000.0,40.7
850.0,91523.03,0.5314,2.9,53742.04,42.8
806.8,158724.32,0.2017,4.7,22338.08,47.6
757.8,68956.32,0.2575,4.7,97464.07,53.7
766.7,146358.23,0.3707,6.8,19299.49,41.5
776.2,101110.82,0.209,0.8,42596.44,56.2
850.0,250000.0,0.5131,3.3,48910.16,57.8
777.7,32807.04,0.4149,7.6,24167.26,55.1
787.6,123921.8,0.3047,11.6,31820.84,56.7
819.5,111349.82,0.2752,19.8,27108.67,32.4
805.3,48515.18,0.3466,0.5,18559.5,53.8
693.9,139539.52,0.5284,3.4,61861.39,59.7
802.9,164863.13,0.4773,2.5,36654.46,37.1
683.0,123511.8,0.5285,8.1,38777.72,75.0
845.0,154255.35,0.5543,5.7,26137.99,28.3
722.4,75185.79,0.2221,0.5,63920.42,45.1
777.6,211394.96,0.3218,3.3,17830.08,55.3
815.0,61841.61,0.5626,6.6,25195.67,36.9
618.0,87362.08,0.4463,3.8,51071.75,62.6
700.6,65683.25,0.4004,10.8,77729.89,44.9
743.8,70108.6,0.2605,1.0,26385.06,55.4
771.2,74562.31,0.4001,3.3,100000.0,47.0
811.6,55351.87,0.3253,7.3,77470.24,37.8
829.5,74215.14,0.5971,1.7,63906.16,51.0
850.0,95837.72,0.6101,9.9,42891.18,52.4
822.9,68737.3,0.195,9.6,23633.66,54.6
811.2,137851.68,0.301,10.0,20671.2,57.0
730.3,60606.14,0.2977,0.4,19622.51,54.5
808.2,59403.12,0.5215,10.5,56163.21,56.8
850.0,105424.24,0.2116,5.8,17281.11,28.3
795.2,112212.35,0.2461,0.7,13708.74,65.0
850.0,37771.6,0.3796,25.0,100000.0,50.3
850.0,52722.92,0.1282,1.0,43066.11,36.3
634.1,114682.3,0.0325,5.5,21488.1,36.7
756.7,50429.84,0.2283,7.0,100000.0,69.1
822.9,63626.66,0.5121,4.2,21044.11,38.6
850.0,28304.02,0.4296,9.0,100000.0,37.2
683.4,146745.45,0.5784,3.5,19488.62,64.1
763.5,42311.44,0.4877,11.1,12923.36,61.1
841.2,105227.53,0.5592,4.7,63943.03,67.2
850.0,195290.01,0.3215,14.0,56003.49,56.3
628.0,88617.04,0.4707,6.6,12322.61,75.0
730.1,173877.03,0.5305,8.8,46315.06,58.2
785.2,81895.92,0.3876,9.2,35768.66,63.5
679.5,51158.39,0.3135,4.5,74247.69,55.4
708.2,51610.81,0.2372,0.4,73315.71,46.1
850.0,76880.23,0.2093,12.2,50665.44,47.0
789.6,200500.87,0.5253,1.0,100000.0,48.4
836.4,215723.93,0.3734,2.2,42233.43,37.7
776.1,101717.19,0.2835,3.6,22713.28,57.5
850.0,145540.41,0.5564,11.0,38961.23,60.4
722.4,130378.75,0.6747,1.9,38649.89,57.0
815.8,38620.11,0.6115,16.3,50075.52,52.1
850.0,139303.63,0.3016,5.1,50553.04,64.2
751.4,56869.46,0.2688,0.9,61012.49,58.8
850.0,61701.47,0.2261,2.7,19658.79,35.9
696.7,99116.36,0.4516,4.3,13000.76,50.4
850.0,250000.0,0.1904,7.2,20082.8,46.2
756.2,81421.13,0.1692,1.7,21936.1,55.9
829.1,136335.26,0.6354,3.9,70921.66,70.7
789.9,46893.88,0.2574,17.7,100000.0,65.0
850.0,130717.92,0.2901,1.2,72586.3,48.3
796.2,93711.13,0.5842,0.8,32189.31,43.1
698.8,93851.87,0.2756,14.0,43284.3,64.9
616.2,51422.8,0.2287,2.0,69499.11,50.3
850.0,74068.6,0.5899,4.3,24413.22,49.0
650.1,45802.84,0.4784,8.0,13239.05,48.8
697.5,63044.44,0.1481,0.7,17339.52,45.7
721.7,66324.34,0.3387,5.2,49314.81,34.2
715.1,43761.84,0.5801,19.6,55588.83,37.1
765.8,100433.86,0.4417,9.7,94551.81,57.4
800.5,148847.0,0.2115,7.5,47197.72,44.7
721.7,204508.88,0.2801,0.5,9608.55,53.1
850.0,250000.0,0.3796,3.1,32588.13,63.2
803.0,96528.15,0.3951,20.3,34562.61,22.8
850.0,58254.96,0.1856,6.7,37370.93,33.7
753.9,89385.27,0.5823,3.9,18464.28,54.6
784.7,69018.48,0.4568,10.5,41604.04,65.8
745.5,141335.91,0.3873,0.6,49774.54,53.7
660.8,117992.39,0.1621,4.2,39139.28,36.0
679.8,64699.68,0.3308,1.4,53794.51,56.3
713.6,91352.12,0.4272,5.4,49882.45,44.0
809.4,73267.08,0.6195,1.7,21102.86,48.6
785.3,25983.6,0.1701,1.7,54715.84,48.1
750.9,88975.04,0.4372,0.2,19854.88,53.8
847.9,83989.68,0.2886,10.8,100000.0,42.6
733.5,131172.09,0.5058,13.9,27658.14,51.2
704.5,83757.52,0.2885,19.4,21019.05,46.2
804.2,63823.21,0.2941,0.9,29749.1,53.1
850.0,147209.23,0.5989,30.0,52125.94,53.1
806.9,184998.26,0.3393,10.3,22450.91,49.0
734.1,41266.4,0.3038,13.9,100000.0,61.5
771.6,113953.7,0.2444,18.5,57557.2,56.3
850.0,118305.98,0.592,5.4,89417.8,51.8
665.3,66729.95,0.3297,0.7,44161.17,57.1
797.7,45468.86,0.2518,7.0,18234.69,35.1
600.2,58851.39,0.4625,0.3,20182.72,69.6
722.8,45389.84,0.5851,0.5,32780.65,56.8
770.5,145511.32,0.3927,5.7,25666.05,43.8
808.0,88617.33,0.4499,3.0,9038.26,47.9
788.1,64728.56,0.2174,1.0,66216.24,41.8
836.5,60011.31,0.3969,4.3,25314.49,48.8
598.6,44618.83,0.7737,7.1,20812.83,48.9
776.5,61307.13,0.3815,4.4,20410.75,64.5
850.0,95820.75,0.2676,9.7,59024.49,52.4
759.9,79999.87,0.2933,0.8,21159.79,62.3
687.6,74962.01,0.5116,1.3,49678.82,46.0
634.5,64806.09,0.4054,1.8,25881.28,42.9
662.9,97042.01,0.5337,5.8,34689.26,49.8
785.1,91154.16,0.7177,5.1,41363.04,49.8
702.9,133975.46,0.4148,30.0,28637.07,61.4
719.9,147171.2,0.188,17.6,42700.55,60.0
840.1,56088.55,0.2248,13.9,71952.85,47.6
633.9,89547.67,0.5638,22.5,43975.49,49.3
844.6,90404.68,0.57,15.5,65259.5,60.6
802.9,55690.06,0.1966,13.8,81743.72,55.8
750.9,111777.03,0.3168,10.1,90096.55,62.9
625.3,111158.84,0.2491,1.9,35086.46,44.3
746.4,173992.75,0.5251,6.4,50023.03,70.9
815.9,32331.36,0.3961,4.0,61274.08,40.9
626.9,81109.77,0.5484,0.7,79964.21,43.6
759.9,202050.5,0.5462,0.8,19912.95,37.2
764.7,86195.41,0.3527,6.4,99261.56,53.7
