credit_score,annual_income,debt_to_income,employment_years,loan_amount,age
839.7,46891.97,0.1391,2.8,60211.12,54.7
850.0,49113.94,0.0963,9.9,21035.71,47.7
713.2,115774.26,0.2427,4.3,62657.39,53.8
600.8,20000.0,0.2242,7.8,31997.81,26.6
509.4,20000.0,0.0685,13.5,27892.76,40.5
701.4,37362.19,0.3332,2.5,95368.06,41.5
615.0,49378.18,0.2537,5.0,51013.26,39.1
646.8,69220.49,0.1725,15.8,65107.41,47.3
631.0,62102.63,0.4135,24.8,47143.52,49.6
668.7,40452.23,0.1952,3.7,27815.07,46.7
765.3,81594.88,0.407,12.8,52407.9,39.9
692.6,82051.12,0.1266,2.0,75021.44,33.2
667.3,53746.24,0.0566,2.3,39373.29,55.2
597.1,79326.6,0.2237,12.3,100000.0,46.2
546.0,56180.37,0.2308,4.4,60493.57,29.8
641.1,37021.66,0.1309,8.0,41241.06,39.7
675.7,69487.94,0.1294,2.1,42230.24,21.1
821.4,51808.35,0.3077,7.3,39432.37,42.4
690.4,49053.65,0.156,8.6,17141.48,39.6
758.6,102383.08,0.2427,2.2,34404.98,35.1
640.1,20000.0,0.2971,3.2,41469.43,61.0
585.2,24128.72,0.2454,1.8,28292.41,28.1
602.8,27077.67,0.7588,9.8,44471.61,50.5
622.0,40878.91,0.1561,5.4,36782.76,68.2
850.0,43161.14,0.0952,0.8,57769.44,54.9
614.3,23071.13,0.2401,13.9,54060.95,41.6
747.1,29954.08,0.2656,4.8,40146.56,28.4
607.8,31875.06,0.0887,2.2,15989.26,25.7
754.5,167495.55,0.2651,4.4,100000.0,37.1
710.8,120676.78,0.2614,1.1,33351.75,33.8
667.5,39899.75,0.2506,1.7,34595.13,33.4
676.7,40872.32,0.2662,8.7,29569.17,38.1
627.6,27595.22,0.0577,1.7,27090.9,40.8
715.7,20000.0,0.1304,17.6,91714.41,47.8
643.6,46238.12,0.3258,1.2,83418.6,27.1
582.0,29764.57,0.063,10.1,47412.26,33.8
577.8,46984.58,0.543,10.2,34047.09,40.1
693.8,22024.2,0.1686,5.7,52652.59,39.7
806.3,33490.36,0.0913,1.2,37959.62,64.0
692.8,52802.49,0.353,2.1,32398.46,44.8
670.5,58871.05,0.3927,3.3,44483.05,22.6
702.9,60399.49,0.1895,6.8,27869.98,47.0
784.5,25330.27,0.1412,18.1,42249.95,48.5
697.6,75157.63,0.1929,5.2,41049.44,40.5
647.1,32856.15,0.125,5.4,52143.85,27.4
768.5,67267.26,0.5245,7.0,25047.21,63.1
714.3,48760.74,0.4419,2.8,55607.97,29.2
802.9,24632.11,0.3722,1.2,21082.81,49.9
694.7,41852.26,0.3575,10.7,25756.96,44.4
582.0,58846.16,0.2103,18.9,26440.31,49.2
570.5,66601.52,0.0393,7.9,19087.12,62.5
812.1,45684.12,0.0777,1.5,66795.93,48.7
817.9,105439.17,0.2864,4.7,20303.91,35.3
665.6,81125.72,0.0915,5.4,23876.5,55.3
649.3,43117.01,0.2408,2.5,77129.77,34.4
796.9,71329.19,0.0995,5.1,25787.63,44.0
591.4,128913.48,0.2446,16.6,32438.93,26.5
608.4,130645.43,0.1754,3.2,19787.04,29.6
731.5,26529.17,0.1274,3.5,59860.42,42.6
648.4,30845.11,0.2411,5.4,60357.58,46.4
679.6,102997.44,0.4726,3.3,56577.55,21.6
666.9,28878.7,0.4492,8.7,50137.17,48.0
707.0,25304.3,0.0844,2.5,37954.88,32.2
792.6,38441.89,0.1923,4.8,26512.56,57.4
687.2,60482.74,0.2673,7.4,22270.5,37.8
731.5,46574.18,0.3698,1.3,78742.89,28.5
516.0,35408.89,0.116,3.5,57462.2,42.9
676.1,34992.67,0.4704,3.1,23957.04,31.0
612.5,34331.94,0.1121,2.8,37193.86,57.2
582.5,31578.92,0.2532,2.4,30331.16,42.0
609.7,153401.88,0.3167,0.9,18454.69,40.2
653.3,56883.21,0.1307,5.9,40400.23,49.1
753.3,76372.62,0.2502,0.5,28302.47,29.9
573.9,38386.51,0.1626,10.6,20506.11,26.5
682.5,44668.4,0.3255,2.0,14950.81,46.9
641.3,34311.06,0.1371,1.7,14210.24,28.8
653.8,20000.0,0.0482,1.9,29060.77,28.8
760.2,24612.15,0.3749,12.0,34507.88,52.0
723.0,20000.0,0.1082,2.1,21478.75,48.3
787.0,20000.0,0.1378,4.0,53661.1,27.0
667.6,26965.69,0.2601,0.6,34915.01,34.6
624.3,95080.37,0.258,9.1,51335.16,31.2
662.1,47943.66,0.1591,10.8,32540.92,63.3
699.4,93459.35,0.2262,0.2,22645.79,52.9
694.1,60203.83,0.1846,1.8,38889.15,36.9
593.2,72495.47,0.0876,0.9,17024.27,48.9
687.2,31243.03,0.2314,19.0,50194.62,25.7
698.3,63702.27,0.1775,1.2,20696.31,33.9
850.0,70569.77,0.0107,6.8,63003.12,43.3
830.1,36742.02,0.3958,7.8,29641.38,47.4
611.7,64845.98,0.3162,13.3,68701.07,40.8
657.0,65061.87,0.3292,2.3,18516.66,45.0
562.9,37243.16,0.1394,0.6,24181.38,42.9
632.7,27962.39,0.7214,0.4,45640.97,40.0
705.2,27117.53,0.5119,4.6,73298.71,38.4
776.5,51187.61,0.4378,6.0,98712.35,36.9
621.7,57728.42,0.227,2.6,37228.12,44.8
627.7,32982.65,0.3244,5.1,100000.0,46.9
508.2,49676.77,0.3946,4.0,30521.95,44.4
667.0,65203.51,0.2861,2.9,70211.02,27.9
595.0,66775.76,0.0731,5.6,20633.92,30.0
637.6,106504.24,0.149,0.6,46729.0,46.8
609.9,92826.78,0.4104,1.0,8910.49,59.7
672.5,29713.43,0.2146,6.1,18528.13,43.8
539.4,113753.95,0.1632,20.8,48050.42,37.1
562.6,37590.69,0.2296,5.2,16523.46,44.7
850.0,82655.48,0.0465,2.9,46918.61,28.4
577.0,50715.83,0.3262,7.4,62559.59,57.7
592.3,39891.77,0.2616,21.7,26881.88,44.2
827.0,20000.0,0.0611,2.0,20305.12,34.0
850.0,44991.0,0.1455,2.0,27323.11,40.0
586.3,22478.36,0.0722,0.0,20343.42,35.7
650.5,79510.92,0.3114,2.4,34175.76,57.7
707.3,104652.05,0.1736,0.5,38609.53,39.6
818.3,32910.42,0.1079,11.9,30224.07,43.9
601.1,57010.19,0.5244,15.4,99172.45,48.9
660.4,34108.58,0.3588,0.8,23584.8,33.1
742.2,35801.95,0.2226,21.0,83688.76,44.3
714.8,72203.76,0.2392,3.7,19443.27,45.3
649.9,48085.26,0.2195,0.1,37936.41,23.4
669.3,116987.69,0.2491,13.7,73855.31,45.0
570.0,38518.11,0.1493,2.4,71597.42,41.5
660.9,80794.82,0.5339,9.1,28221.67,43.6
658.7,51467.55,0.3182,2.3,50667.59,42.4
698.6,72976.23,0.1854,1.4,46756.45,45.1
635.6,39199.57,0.2416,4.2,26266.15,58.0
717.7,47821.02,0.1981,0.8,52552.61,27.8
761.0,46270.07,0.1142,7.4,100000.0,37.9
692.4,32272.52,0.4266,8.8,48195.47,50.0
708.1,68257.38,0.0322,1.3,51011.88,47.8
684.3,67854.74,0.1184,6.9,54355.06,47.5
680.0,65958.26,0.4273,6.1,15114.56,75.0
622.3,105712.97,0.4353,16.0,47864.76,49.4
705.3,101181.62,0.2004,0.5,19730.96,55.6
672.2,40640.8,0.1172,1.0,25490.67,38.3
847.5,59072.82,0.112,2.3,100000.0,30.1
805.9,35889.49,0.2237,1.1,31195.93,38.2
710.9,49596.6,0.083,2.6,23292.71,50.5
619.0,36320.05,0.2743,0.4,72515.06,46.9
591.0,110198.12,0.3169,7.6,20565.99,46.8
775.3,58797.17,0.2134,6.0,27765.47,39.4
701.0,43957.8,0.271,3.2,76836.21,37.5
718.4,89037.18,0.3419,14.2,37259.44,39.8
540.4,20000.0,0.2251,26.1,14229.06,50.7
754.2,20000.0,0.2269,2.7,50331.87,52.1
716.4,72978.44,0.6,13.9,28627.43,29.9
591.2,50525.54,0.289,2.9,91483.22,51.1
642.3,55560.24,0.3462,8.4,25242.59,34.2
701.1,25255.57,0.2721,8.9,68236.55,47.6
684.2,48454.63,0.2448,2.2,100000.0,39.7
656.6,133486.38,0.2499,5.5,21794.96,60.8
671.7,74020.68,0.3321,2.4,32340.39,37.0
659.8,53361.95,0.0692,7.3,45852.05,44.1
692.2,39358.73,0.4149,2.6,21711.4,49.3
797.7,40243.89,0.2235,0.8,42709.51,31.5
474.7,20000.0,0.0512,9.0,31730.95,41.1
661.1,55760.46,0.0988,7.3,31349.68,38.8
694.1,74812.6,0.1037,8.6,37397.65,35.8
703.7,22296.62,0.0613,6.5,37901.99,36.7
650.2,35217.26,0.2302,8.7,40067.81,55.3
539.5,27481.48,0.2958,1.2,25354.31,34.8
706.2,30252.21,0.1633,7.6,26027.19,48.8
818.2,50349.34,0.1603,1.3,33821.35,45.8
557.3,20000.0,0.0882,5.0,35353.24,25.2
749.1,66644.99,0.3094,5.2,27908.61,48.2
653.7,71462.46,0.4348,2.1,44106.56,25.0
675.1,43236.86,0.1551,5.3,12223.83,49.5
595.8,20000.0,0.146,7.6,23428.77,35.9
653.2,29785.91,0.3587,3.9,30700.78,42.1
784.0,90803.31,0.2452,0.7,21727.43,26.5
726.6,20000.0,0.13,1.6,96521.28,43.5
818.6,41201.84,0.2371,7.9,36728.82,53.1
774.2,27173.56,0.07,3.3,40378.87,32.3
715.1,73297.75,0.1626,2.5,27175.24,34.7
819.5,34976.9,0.1692,12.4,35973.31,47.5
715.1,59992.63,0.2691,2.8,17515.61,47.8
746.2,65038.21,0.4155,18.2,32797.57,18.0
656.3,122775.52,0.2913,6.1,20698.05,66.2
685.3,44290.66,0.21,10.8,30747.31,48.3
624.2,59161.26,0.2297,3.0,7816.95,50.4
759.2,23329.46,0.135,9.2,18456.98,40.3
585.7,88894.61,0.321,1.7,87409.2,19.7
742.6,33514.91,0.4941,2.0,59768.78,50.1
664.7,37035.16,0.2244,6.9,80131.44,35.2
773.7,48478.52,0.3203,0.7,83502.58,48.5
740.1,22439.05,0.1336,2.4,54382.22,39.4
825.7,54961.32,0.3189,6.0,27674.83,44.9
738.5,79517.56,0.3705,14.9,19489.86,32.7
554.2,56753.18,0.3063,1.5,72261.5,52.4
674.6,22149.08,0.4195,9.6,37750.0,27.7
586.2,46078.21,0.3675,3.8,100000.0,68.9
638.5,71041.14,0.3119,23.1,29171.32,68.9
800.9,20000.0,0.2568,11.5,100000.0,61.6
731.0,28641.64,0.2537,4.5,33054.89,57.3
624.1,75983.52,0.1613,8.1,80953.42,41.0
598.9,56108.79,0.0405,0.2,100000.0,56.0
682.6,60233.61,0.3606,10.3,19657.81,40.8
582.7,124212.29,0.3369,1.9,27146.44,23.4
626.3,61961.99,0.3646,7.7,19539.87,60.0
705.0,68114.41,0.01,4.5,17361.9,55.5
772.4,190112.78,0.1075,2.2,54189.37,41.6
728.7,44050.75,0.2212,13.7,32274.19,27.3
496.7,32894.43,0.2099,0.1,37474.64,35.0
704.3,60712.09,0.3245,2.9,50703.16,20.1
685.8,61052.87,0.1851,2.1,11915.17,53.3
713.1,37670.87,0.1018,1.5,78594.7,22.8
809.3,29254.87,0.4984,4.8,29452.78,45.4
514.9,155581.07,0.3756,4.8,49983.13,31.9
632.7,57723.62,0.1367,4.2,52703.0,24.9
727.3,33991.21,0.4021,5.7,82658.91,44.9
553.5,77494.73,0.3511,1.7,34101.12,38.0
798.1,46417.3,0.0475,16.2,10155.98,52.1
709.5,43198.42,0.1515,0.3,37581.85,26.8
747.7,64934.64,0.1611,13.5,40962.98,32.9
634.3,25695.18,0.3497,0.4,19524.85,18.0
745.1,58472.6,0.2328,2.2,39675.71,18.0
765.5,127577.26,0.1632,3.4,29242.81,63.6
698.6,61888.45,0.1621,1.1,16225.63,67.0
698.8,40615.05,0.2874,3.0,54333.21,43.1
701.6,38042.05,0.1605,2.7,25893.96,32.1
610.9,39927.88,0.4974,6.3,28457.65,38.4
668.2,43175.08,0.4286,2.5,27514.07,52.5
667.8,40582.68,0.2846,3.2,76212.99,35.8
710.7,77509.49,0.3627,2.0,35434.82,44.9
760.0,20607.19,0.2791,22.6,38080.59,41.8
595.3,75432.99,0.3693,1.3,27878.7,35.2
670.0,40544.55,0.1995,3.2,47940.7,35.7
798.5,59187.99,0.6095,5.0,81600.51,45.5
620.5,27903.46,0.5327,2.4,53568.5,30.3
614.2,95255.26,0.0167,0.1,54836.99,47.4
696.2,91383.25,0.117,4.4,52247.02,36.3
747.6,79205.04,0.2878,3.2,15864.74,43.5
680.9,22985.59,0.355,0.1,21468.21,58.6
786.3,74203.05,0.119,4.3,32112.72,40.0
748.5,60019.67,0.3932,1.6,23493.56,53.0
747.3,21968.49,0.1578,6.6,19173.37,20.5
724.3,48428.87,0.2642,0.2,11809.91,36.4
850.0,58821.77,0.262,2.9,16188.92,42.3
663.6,64733.73,0.1303,1.6,31134.9,65.1
519.7,53563.9,0.2887,0.3,34833.83,18.5
808.3,56704.89,0.1527,10.8,22565.28,40.8
643.4,102416.76,0.1002,3.2,38076.6,59.5
688.6,90492.02,0.0343,2.3,27992.72,32.6
784.8,20000.0,0.3675,7.9,69866.68,39.4
551.8,41826.3,0.2858,3.0,32959.16,46.0
579.9,45146.79,0.2642,5.4,55149.26,44.2
551.9,20413.48,0.1145,3.2,41024.64,60.8
616.5,51384.48,0.175,2.8,15658.32,47.4
715.2,91526.05,0.2932,5.5,34392.89,57.9
721.9,28473.13,0.1642,0.2,17302.83,37.7
702.1,58000.13,0.4667,3.1,34034.41,33.1
567.0,31010.72,0.3553,15.9,23223.54,39.3
495.2,35032.94,0.2393,0.7,45669.13,28.1
684.3,102610.63,0.2817,8.8,16229.53,47.8
642.3,37373.65,0.3868,1.4,36637.26,37.4
716.8,61765.87,0.5197,10.6,51197.67,33.9
736.2,20000.0,0.4894,0.9,62602.3,48.0
691.1,124387.72,0.0998,2.4,22959.78,28.3
740.8,66258.98,0.1426,4.5,36704.35,51.2
698.3,44745.68,0.0964,19.8,40557.99,36.3
722.4,65367.03,0.3576,1.5,91883.41,55.9
623.6,24223.79,0.4395,7.2,14931.11,37.3
665.6,88544.93,0.1567,2.3,21022.29,49.6
695.7,41689.63,0.1878,8.2,100000.0,44.2
745.6,44265.69,0.1532,5.3,30826.86,50.9
648.5,38337.05,0.1028,0.4,11677.32,43.3
721.7,36668.53,0.6114,3.9,25603.13,22.0
658.7,69378.71,0.2255,0.8,6895.86,54.1
670.6,55712.14,0.3261,1.7,41963.37,40.9
746.4,67905.62,0.5725,4.3,59034.12,51.5
520.6,48805.71,0.5335,1.1,21015.23,50.3
576.3,63360.75,0.0762,13.6,27379.93,32.7
561.4,39758.37,0.2159,3.0,63208.4,31.0
493.3,149472.23,0.2983,3.8,12706.52,49.9
625.7,22382.5,0.495,4.0,16433.17,38.4
740.0,92085.12,0.258,2.5,31670.18,53.2
657.2,97144.39,0.0914,2.2,23123.37,39.9
695.8,32013.74,0.2087,5.0,30445.09,54.3
767.1,149437.99,0.0175,10.0,17013.29,47.1
786.2,80639.6,0.3063,7.0,41298.77,45.5
674.5,79663.72,0.3491,1.0,33205.15,37.5
788.3,49712.47,0.2319,11.2,50489.18,44.8
687.4,43975.46,0.4279,6.2,40955.43,56.3
613.0,44147.68,0.1067,10.9,41110.3,41.3
632.4,59591.33,0.3123,2.1,15248.18,48.4
561.6,98774.34,0.1596,11.1,48803.38,42.6
608.9,53672.56,0.1611,1.2,29776.66,43.5
651.4,31078.71,0.1524,8.1,32860.97,62.7
744.3,74029.1,0.315,3.1,68115.4,56.4
817.7,77697.27,0.2663,0.0,23584.35,43.0
569.4,68004.54,0.252,13.4,81691.94,44.6
711.4,71164.51,0.3635,11.4,86395.01,33.6
596.8,42810.38,0.2109,1.2,57049.28,39.9
718.0,30807.25,0.2082,1.8,20163.46,45.7
669.5,31758.11,0.4973,7.2,9781.26,52.2
533.5,21639.34,0.1061,7.1,69376.32,51.0
754.3,55186.54,0.1326,6.6,38825.44,28.7
631.6,47017.52,0.4805,0.4,23222.61,53.7
637.3,39340.36,0.3843,1.1,73433.64,40.9
594.4,20000.0,0.1824,0.7,21656.58,30.2
627.7,26274.16,0.1527,3.6,28155.75,58.0
714.2,85855.45,0.1625,0.1,49758.38,59.6
664.9,35160.8,0.4039,0.7,18617.15,45.2
706.3,58705.92,0.2074,4.5,34006.65,50.5
709.0,24456.65,0.1199,0.8,69806.49,51.2
785.7,100644.8,0.3727,6.4,41219.49,58.7
652.6,45614.74,0.1035,0.6,76761.29,50.7
561.9,56671.13,0.189,12.0,71693.93,26.1
765.4,156825.64,0.4259,1.3,36484.51,66.1
653.5,104633.6,0.2828,1.5,8937.0,54.8
769.2,42054.31,0.5928,0.0,18704.82,35.9
710.7,36438.82,0.2196,6.9,57411.53,29.6
669.5,41657.12,0.2035,3.1,14326.26,48.1
707.9,63256.24,0.1758,22.2,29851.32,38.7
836.1,46508.39,0.3575,0.7,44493.05,46.0
846.2,40230.39,0.2438,9.6,87705.72,50.9
685.6,102088.02,0.3267,1.0,25719.07,35.2
692.8,46299.9,0.1181,4.9,24683.92,28.6
766.1,154785.34,0.3743,1.9,35190.54,46.6
612.3,51296.17,0.3024,3.4,44826.19,35.6
706.6,119689.86,0.2614,0.7,33105.41,43.8
677.9,58609.95,0.1623,5.3,68156.45,25.9
705.1,79338.62,0.4583,2.6,22482.98,39.0
613.3,34121.89,0.3481,0.0,39030.42,50.6
552.8,31988.14,0.2692,1.7,47435.57,49.3
514.2,61688.51,0.0767,0.0,28562.8,32.5
590.6,80360.39,0.2696,0.9,60103.66,28.0
643.3,50017.5,0.2616,8.7,39710.67,42.2
656.5,25765.8,0.1564,2.0,58297.09,48.7
835.0,24831.56,0.1763,6.6,40801.02,46.9
768.5,24014.95,0.3974,7.3,45517.07,35.9
603.0,20255.65,0.2243,0.1,24848.81,45.6
707.8,51779.14,0.1085,13.8,24872.97,60.0
647.4,86036.07,0.2225,2.4,75707.91,44.5
657.3,48693.08,0.0918,7.8,53173.01,22.4
694.8,20000.0,0.1878,2.4,19657.63,44.4
729.5,44561.24,0.6999,2.1,40478.17,66.5
652.9,45188.62,0.2438,7.2,8740.6,26.6
765.1,139804.37,0.3108,13.2,25735.74,42.4
588.6,23657.4,0.2498,4.0,64641.8,39.3
680.5,40322.35,0.0944,0.1,33688.53,43.2
850.0,115027.48,0.2462,3.4,38977.8,44.3
697.8,61389.2,0.2214,1.7,5944.2,55.7
794.7,64968.42,0.4695,3.9,28699.87,43.0
687.3,51911.32,0.1746,2.6,44487.49,57.3
726.5,57813.16,0.4188,1.3,48010.45,40.6
675.5,72316.3,0.1395,0.2,64693.33,37.8
666.4,32704.14,0.296,0.1,32011.34,34.0
617.6,76041.1,0.0944,6.0,32879.56,20.2
714.4,24673.83,0.3218,2.2,16329.52,45.3
611.9,57767.64,0.1367,13.3,32121.7,66.6
733.2,53603.54,0.0536,16.1,17035.5,47.5
766.8,36020.86,0.1278,6.5,11983.4,50.2
709.3,48467.92,0.3035,4.3,18937.37,37.0
657.1,35908.52,0.2396,1.6,89788.39,39.1
716.3,28685.57,0.062,2.9,30873.8,53.8
655.3,41076.55,0.293,4.1,41436.87,66.1
754.8,28226.19,0.2336,10.7,26686.21,59.9
533.5,57606.96,0.1325,5.1,12402.7,51.7
653.2,27583.06,0.1727,1.4,63682.68,42.4
520.7,69981.66,0.2486,2.5,9864.34,44.5
560.4,27153.48,0.2259,16.3,26033.11,33.0
789.1,36932.7,0.1585,1.2,35144.77,24.6
751.6,35871.5,0.173,6.9,41701.56,28.5
622.4,95089.46,0.1072,0.8,23485.02,42.6
559.8,57823.18,0.1548,1.0,12054.86,38.5
442.8,44096.39,0.0691,11.4,22456.69,24.4
636.5,62903.67,0.066,3.0,23173.05,41.6
850.0,20000.0,0.1354,3.3,22837.15,38.2
714.8,47974.9,0.3071,2.0,64993.02,27.9
635.2,133086.84,0.2177,2.4,17532.97,37.6
717.2,52374.4,0.3172,2.9,43503.1,38.1
555.1,50713.96,0.2398,1.3,39933.79,34.6
656.2,64477.02,0.289,1.1,64619.6,53.1
688.0,76711.17,0.1356,7.7,33527.49,19.2
673.1,20000.0,0.1299,2.0,58377.08,18.2
743.3,21138.19,0.209,3.1,32750.32,42.0
707.6,54455.85,0.2713,15.9,47128.61,43.2
733.5,34288.38,0.1214,0.2,14738.75,46.9
624.9,94467.64,0.1727,1.5,7457.93,35.5
